POLE_ID,P_ALIAS,P_NAME,P_NAME_POR,P_NAME_EN,SID,ALIAS,NAME,NAME_POR,NAME_EN,ROUTE_NOS,lng,lat
563,T430_1,海洋花園/玫瑰苑,JARDINS DO OCEANO /  ROSE COURT,JARDINS DO OCEANO /  ROSE COURT,435,T430,海洋花園/玫瑰苑,JARDINS DO OCEANO /  ROSE COURT,JARDINS DO OCEANO /  ROSE COURT,"26,52,73,MT4,N2,N3",113.54167772274603,22.162167034878596
565,C682_1,和諧圓形地,ROTUNDA DA HARMONIA,ROTUNDA DA HARMONIA,437,C682,和諧圓形地,ROTUNDA DA HARMONIA,ROTUNDA DA HARMONIA,55,113.55816373781914,22.131842028157664
566,C683_1,重型車輛駕考中心,CENTRO DE EXM. DE CONDUÇÃO DOS AUTO. PESADOS,CENTRO DE EXM. DE CONDUÇÃO DOS AUTO. PESADOS,438,C683,重型車輛駕考中心,CENTRO DE EXM. DE CONDUÇÃO DOS AUTO. PESADOS,CENTRO DE EXM. DE CONDUÇÃO DOS AUTO. PESADOS,55,113.55812265276151,22.131723540193647
568,M126_1,林茂/信譽灣畔,LAM MAU / LA MAGNÍFÍCENCE,LAM MAU / LA MAGNÍFÍCENCE,439,M126,林茂/信譽灣畔,LAM MAU / LA MAGNÍFÍCENCE,LAM MAU / LA MAGNÍFÍCENCE,"101,71S,MT4",113.53983862033735,22.204531808607815
132,M184_1,河邊新街/街市,ALM. SÉRGIO/ MERCADO,ALM. SÉRGIO/ MERCADO,132,M184,河邊新街/街市,ALM. SÉRGIO/ MERCADO,ALM. SÉRGIO/ MERCADO,"1,10,11,16S,2,21A,26,5,55,60,61,65,6B,71S,MT4,N3",113.5333113225727,22.190277290277674
571,M98_1,高士德/連勝,HORTA COSTA/ COELHO DO AMARAL,HORTA COSTA/ COELHO DO AMARAL,441,M98,高士德/連勝,HORTA COSTA/ COELHO DO AMARAL,HORTA COSTA/ COELHO DO AMARAL,"28C,32,5,65,6A,9,9A,N2",113.54593900549048,22.203977746533713
572,T338_1,海洋花園衛生中心,CENTRO DE SAÚDE DOS JARDINS DO OCEANO,CENTRO DE SAÚDE DOS JARDINS DO OCEANO,442,T338,海洋花園衛生中心,CENTRO DE SAÚDE DOS JARDINS DO OCEANO,CENTRO DE SAÚDE DOS JARDINS DO OCEANO,"11,15,26,34,36,MT2,MT4,N5",113.54227194347874,22.15963746514734
207,T322_1,信安馬路,AV. SON ON,AV. SON ON,207,T322,信安馬路,AV. SON ON,AV. SON ON,"26,37",113.56953987153871,22.162282935476945
579,M135_2,新馬路/大豐,ALMEIDA RIBEIRO / TAI FUNG,ALMEIDA RIBEIRO / TAI FUNG,445,M135,新馬路/大豐,ALMEIDA RIBEIRO / TAI FUNG,ALMEIDA RIBEIRO / TAI FUNG,"10,18,2,3,3A,3X,5,6A",113.53828820949353,22.19485268891777
580,M146_1,水坑尾/方圓廣場,R. CAMPO / VICKY PLAZA,R. CAMPO / VICKY PLAZA,446,M146,水坑尾/方圓廣場,R. CAMPO / VICKY PLAZA,R. CAMPO / VICKY PLAZA,"18A,19,2,4",113.5439720513575,22.194426632462847
590,C688_1,和諧廣場/業興大廈,AL. DA HARMONIA / EDF. IP HENG,AL. DA HARMONIA / EDF. IP HENG,453,C688,和諧廣場/業興大廈,AL. DA HARMONIA / EDF. IP HENG,AL. DA HARMONIA / EDF. IP HENG,"15,15T,21A,25,26,26A,26AT,50,52,59,N3",113.5631051495734,22.129872338396503
592,C689_1,和諧廣場/樂群樓,AL. DA HARMONIA / EDF. LOK KUAN,AL. DA HARMONIA / EDF. LOK KUAN,455,C689,和諧廣場/樂群樓,AL. DA HARMONIA / EDF. LOK KUAN,AL. DA HARMONIA / EDF. LOK KUAN,"15,15T,21A,25,26,26A,26AT,50,N3",113.562834475605,22.12966230977008
594,M93_1,海擎天總站,THE PRAIA / TERMINAL,THE PRAIA / TERMINAL,457,M93,海擎天總站,THE PRAIA / TERMINAL,THE PRAIA / TERMINAL,51A,113.54163550011009,22.205710443637336
596,T432_1,日昇樓,EDIFÍCIO IAT SENG,EDIFÍCIO IAT SENG,459,T432,日昇樓,EDIFÍCIO IAT SENG,EDIFÍCIO IAT SENG,"39,72",113.56092558640945,22.163818736227913
597,T369_1,基馬拉斯/氹仔中央公園,GUIMARÃES / PARQUE CENTRAL DA TAIPA,GUIMARÃES / PARQUE CENTRAL DA TAIPA,460,T369,基馬拉斯/氹仔中央公園,GUIMARÃES / PARQUE CENTRAL DA TAIPA,GUIMARÃES / PARQUE CENTRAL DA TAIPA,"37,H3,MT4,MT5,N5,N6",113.55551692705517,22.158071719953362
598,T370_1,基馬拉斯/濠珀,GUIMARÃES / NOVA PARK,GUIMARÃES / NOVA PARK,461,T370,基馬拉斯/濠珀,GUIMARÃES / NOVA PARK,GUIMARÃES / NOVA PARK,"H3,MT4,MT5,N2,N5,N6",113.55560488048296,22.158041137970127
599,T310_1,泉裕豪庭,CHUN U VILLA,CHUN U VILLA,462,T310,泉裕豪庭,CHUN U VILLA,CHUN U VILLA,"11,22,25B,28A,33,MT1",113.55855487885594,22.158800249418565
601,T311_1,百利寶花園,TREASURE GARDEN,TREASURE GARDEN,464,T311,百利寶花園,TREASURE GARDEN,TREASURE GARDEN,"22,25,25AX,25B,28A,50,50B,MT1,MT4,MT5",113.55927032634068,22.157904477091815
603,T407_1,霍英東馬路/永利皇宮,AV.DR.HENRY FOK / WYNN PALACE,AV.DR.HENRY FOK / WYNN PALACE,466,T407,霍英東馬路/永利皇宮,AV.DR.HENRY FOK / WYNN PALACE,AV.DR.HENRY FOK / WYNN PALACE,"35,50B,N5",113.56971955040422,22.15023285100914
605,M281_1,祐漢第一街,RUA 1 IAO HON,RUA 1 IAO HON,468,M281,祐漢第一街,RUA 1 IAO HON,RUA 1 IAO HON,"10,27,29",113.54967065984363,22.212121632463695
607,M246_1,永華街,RUA GRACIOSA,RUA GRACIOSA,470,M246,永華街,RUA GRACIOSA,RUA GRACIOSA,"10B,18,18B,30,7",113.55262930213989,22.210524119907138
608,T378_1,路氹城馬路/新濠影匯,AV. DE COTAI / STUDIO CITY,AV. DE COTAI / STUDIO CITY,471,T378,路氹城馬路/新濠影匯,AV. DE COTAI / STUDIO CITY,AV. DE COTAI / STUDIO CITY,"51A,N6",113.56209296752502,22.142508353159716
609,T377_1,路氹城馬路/巴黎人,AV. DE COTAI / PARISIAN,AV. DE COTAI / PARISIAN,472,T377,路氹城馬路/巴黎人,AV. DE COTAI / PARISIAN,AV. DE COTAI / PARISIAN,"51A,701X,N6",113.56213654136417,22.14267208463621
619,M232_1,勞動節街/裕華,RUA 1 DE MAIO / EDF. U WA,RUA 1 DE MAIO / EDF. U WA,481,M232,勞動節街/裕華,RUA 1 DE MAIO / EDF. U WA,RUA 1 DE MAIO / EDF. U WA,"27,7",113.554249651497,22.209633872681064
620,M227_1,長壽大馬路/勝意樓,AV. DA LONGEVIDADE / EDF. SENG YEE,AV. DA LONGEVIDADE / EDF. SENG YEE,482,M227,長壽大馬路/勝意樓,AV. DA LONGEVIDADE / EDF. SENG YEE,AV. DA LONGEVIDADE / EDF. SENG YEE,"103,12,19,2,28C,6A,7",113.5508056700475,22.210660067481165
621,M55_1,東北大馬路/南澳,AV. NORDESTE  / NAM OU,AV. NORDESTE  / NAM OU,483,M55,東北大馬路/南澳,AV. NORDESTE  / NAM OU,AV. NORDESTE  / NAM OU,"102,10B,17,17S,18,18B",113.55451534328367,22.20614595546549
623,T440_1,松樹尾總站,CHUN SU MEI / TERMINAL,CHUN SU MEI / TERMINAL,485,T440,松樹尾總站,CHUN SU MEI / TERMINAL,CHUN SU MEI / TERMINAL,37,113.55743909174804,22.154442443191495
624,T331_1,美景花園,EDF. MEI KENG GARDEN,EDF. MEI KENG GARDEN,486,T331,美景花園,EDF. MEI KENG GARDEN,EDF. MEI KENG GARDEN,"11,MT2",113.55339004474803,22.156664875211046
630,C686_1,路環市區/衛生站,VILA DE COLOANE / RUA DA CORDOARIA,VILA DE COLOANE / RUA DA CORDOARIA,489,C686,路環市區/衛生站,VILA DE COLOANE / RUA DA CORDOARIA,VILA DE COLOANE / RUA DA CORDOARIA,"25,26,26A,50,N3",113.55175401163643,22.118141188377603
633,T345_1,氹仔客運碼頭,TERMINAL MARÍTIMO DE PASSAGEIROS DA TAIPA,TAIPA FERRY TERMINAL,491,T345,氹仔客運碼頭,TERMINAL MARÍTIMO DE PASSAGEIROS DA TAIPA,TAIPA FERRY TERMINAL,"26,51A",113.57591308024726,22.163426676973994
634,T345_2,氹仔客運碼頭,TERMINAL MARÍTIMO DE PASSAGEIROS DA TAIPA,TAIPA FERRY TERMINAL,491,T345,氹仔客運碼頭,TERMINAL MARÍTIMO DE PASSAGEIROS DA TAIPA,TAIPA FERRY TERMINAL,"103,AP1",113.57588353922635,22.16322547736942
637,T345_5,氹仔客運碼頭,TERMINAL MARÍTIMO DE PASSAGEIROS DA TAIPA,TAIPA FERRY TERMINAL,491,T345,氹仔客運碼頭,TERMINAL MARÍTIMO DE PASSAGEIROS DA TAIPA,TAIPA FERRY TERMINAL,"26,51A",113.5763524216672,22.163100438480164
638,T345_6,氹仔客運碼頭,TERMINAL MARÍTIMO DE PASSAGEIROS DA TAIPA,TAIPA FERRY TERMINAL,491,T345,氹仔客運碼頭,TERMINAL MARÍTIMO DE PASSAGEIROS DA TAIPA,TAIPA FERRY TERMINAL,"MT1,N2",113.57628162228383,22.162812578499942
643,C687_1,海蘭花園/黑沙,HELLENE GARDEN / HAC SÁ,HELLENE GARDEN / HAC SA,492,C687,海蘭花園/黑沙,HELLENE GARDEN / HAC SÁ,HELLENE GARDEN / HAC SA,"15T,21A,26A,N3",113.5685236487937,22.11705093723213
645,C680_1,海蘭花園/蘭苑,HELLENE GARDEN / ORCHIDS VILLA,HELLENE GARDEN / ORCHIDS VILLA,493,C680,海蘭花園/蘭苑,HELLENE GARDEN / ORCHIDS VILLA,HELLENE GARDEN / ORCHIDS VILLA,"21A,26A,N3",113.56959100414228,22.116385635491408
646,M208_1,青翠花園,EDF. CHENG CHOI,EDF. CHENG CHOI,494,M208,青翠花園,EDF. CHENG CHOI,EDF. CHENG CHOI,"28B,29,8,8A",113.53690645557812,22.209601277733878
647,M214_1,永寧廣場總站,AL. TRANQUILIDADE / TERMINAL,AL. TRANQUILIDADE / TERMINAL,153,M214,永寧廣場總站,AL. TRANQUILIDADE / TERMINAL,AL. TRANQUILIDADE / TERMINAL,"12,19,2,6A",113.55242144938364,22.213259041224568
651,T342_1,高勵雅馬路,EST. ALM. M. CORREIA,EST. ALM. M. CORREIA,496,T342,高勵雅馬路,EST. ALM. M. CORREIA,EST. ALM. M. CORREIA,"26,30,30X,34,37,56,MT3",113.56171865058559,22.162320728649608
654,T343_1,海灣花園/海城閣,JARDIM HOI VAN / HOI CHENG,JARDIM HOI VAN / HOI CHENG,497,T343,海灣花園/海城閣,JARDIM HOI VAN / HOI CHENG,JARDIM HOI VAN / HOI CHENG,"26,30,30X,34,36,51B,56,AP1,MT3",113.56119508556675,22.162086621869143
655,C697_1,九澳高頂燒烤公園,PARQUE DE M. DO ALTINHO DE KÁ-HÓ,KA-HO HEIGHT BARBECUE PARK,498,C697,九澳高頂燒烤公園,PARQUE DE M. DO ALTINHO DE KÁ-HÓ,KA-HO HEIGHT BARBECUE PARK,"15,15T",113.57523449726565,22.12946592579809
656,C698_1,九澳高頂馬路,EST. DO ALTINHO DE KÁ-HÓ,EST. DO ALTINHO DE KÁ-HÓ,499,C698,九澳高頂馬路,EST. DO ALTINHO DE KÁ-HÓ,EST. DO ALTINHO DE KÁ-HÓ,"15,15T",113.57536605185894,22.129448353835475
658,M15_1,台山中街,RUA CENTRAL DE T'OI SÁN,RUA CENTRAL DE T'OI SÁN,500,M15,台山中街,RUA CENTRAL DE T'OI SÁN,RUA CENTRAL DE T'OI SÁN,9,113.54503105184665,22.211465704039902
660,M283_1,馬場大馬路,AVENIDA DO HIPÓDROMO,AVENIDA DO HIPÓDROMO,501,M283,馬場大馬路,AVENIDA DO HIPÓDROMO,AVENIDA DO HIPÓDROMO,10B,113.5502454448308,22.21381882364173
661,M282_1,永定街,RUA DA SERENIDADE,RUA DA SERENIDADE,502,M282,永定街,RUA DA SERENIDADE,RUA DA SERENIDADE,"18,18B",113.54978926481799,22.212897688546203
662,M204_1,河邊新街/豐順新邨,ALM. SÉRGIO / FONG SON SAN CHUN,ALM. SÉRGIO / FONG SON SAN CHUN,503,M204,河邊新街/豐順新邨,ALM. SÉRGIO / FONG SON SAN CHUN,ALM. SÉRGIO / FONG SON SAN CHUN,18B,113.53168131020836,22.188105486385236
664,M264_1,勵庭海景酒店,HARBOURVIEW　HOTEL,HARBOURVIEW　HOTEL,504,M264,勵庭海景酒店,HARBOURVIEW　HOTEL,HARBOURVIEW　HOTEL,"12,17S,3A,3AX,5X,60,8,N2",113.55667565510785,22.189929299053208
669,T356_2,澳門機場,AEROPORTO  DE  MACAU,AEROPORTO  DE  MACAU,236,T356,澳門機場,AEROPORTO  DE  MACAU,AEROPORTO  DE  MACAU,AP1,113.57378609253688,22.15770418172194
672,T356_3,澳門機場,AEROPORTO  DE  MACAU,AEROPORTO  DE  MACAU,236,T356,澳門機場,AEROPORTO  DE  MACAU,AEROPORTO  DE  MACAU,"36,MT1,MT4,N2",113.57356066053029,22.15758620130389
674,M276_1,馬場海邊馬路,EST. MARGINAL DO HIPÓDROMO,EST. MARGINAL DO HIPÓDROMO,509,M276,馬場海邊馬路,EST. MARGINAL DO HIPÓDROMO,EST. MARGINAL DO HIPÓDROMO,"18,34,N1B",113.55024334669717,22.210114339216943
681,M18_7,牧場街總站,Rua dos Currais / TERMINAL,Rua dos Currais / TERMINAL,510,M18,牧場街總站,Rua dos Currais / TERMINAL,Rua dos Currais / TERMINAL,18,113.54674227393672,22.215436473999507
684,M18_10,牧場街總站,Rua dos Currais / TERMINAL,Rua dos Currais / TERMINAL,510,M18,牧場街總站,Rua dos Currais / TERMINAL,Rua dos Currais / TERMINAL,"29,34,9A",113.54680320794814,22.215555937826647
686,M239_1,外港碼頭,TERMINAL MARÍTIMO DE PASSAGEIROS DO PORTO EXTERIOR,OUTER HARBOUR FERRY TERMINAL,511,M239,外港碼頭,TERMINAL MARÍTIMO DE PASSAGEIROS DO PORTO EXTERIOR,OUTER HARBOUR FERRY TERMINAL,"17S,1A,3A,56,AP1,N1A",113.55760500796478,22.197593340739026
687,M239_2,外港碼頭,TERMINAL MARÍTIMO DE PASSAGEIROS DO PORTO EXTERIOR,OUTER HARBOUR FERRY TERMINAL,511,M239,外港碼頭,TERMINAL MARÍTIMO DE PASSAGEIROS DO PORTO EXTERIOR,OUTER HARBOUR FERRY TERMINAL,"10,102,10B,28B,29,32,3A,AP1",113.55736322736459,22.197572052624565
688,M239_3,外港碼頭,TERMINAL MARÍTIMO DE PASSAGEIROS DO PORTO EXTERIOR,OUTER HARBOUR FERRY TERMINAL,511,M239,外港碼頭,TERMINAL MARÍTIMO DE PASSAGEIROS DO PORTO EXTERIOR,OUTER HARBOUR FERRY TERMINAL,"3,60",113.55763604343802,22.19750066499999
689,M239_4,外港碼頭,TERMINAL MARÍTIMO DE PASSAGEIROS DO PORTO EXTERIOR,OUTER HARBOUR FERRY TERMINAL,511,M239,外港碼頭,TERMINAL MARÍTIMO DE PASSAGEIROS DO PORTO EXTERIOR,OUTER HARBOUR FERRY TERMINAL,"12,28A",113.55732477827586,22.197492123917936
690,M176_1,初級法院刑事大樓,EDF. DOS JUÍZOS CRIMINAIS DO TRIBUNAL JUDICIAL DE BASE,EDF. DOS JUÍZOS CRIMINAIS DO TRIBUNAL JUDICIAL DE BASE,512,M176,初級法院刑事大樓,EDF. DOS JUÍZOS CRIMINAIS DO TRIBUNAL JUDICIAL DE BASE,EDF. DOS JUÍZOS CRIMINAIS DO TRIBUNAL JUDICIAL DE BASE,"18,23,32,9A,N2",113.53759361961615,22.184552123624616
694,M284_1,華大新村,WA TAI SAN CHUN,WA TAI SAN CHUN,514,M284,華大新村,WA TAI SAN CHUN,WA TAI SAN CHUN,"5,65",113.54852831239171,22.213458274821274
695,T411_1,金皇冠中國大酒店,HOTEL CHINA COROA D'OURO,GOLDEN CROWN CHINA HOTEL,515,T411,金皇冠中國大酒店,HOTEL CHINA COROA D'OURO,GOLDEN CROWN CHINA HOTEL,37,113.57374779955173,22.159034116404946
701,T361_1,運動場/賽馬會,ESTÁDIO / JOCKEY CLUB,ESTÁDIO / JOCKEY CLUB,520,T361,運動場/賽馬會,ESTÁDIO / JOCKEY CLUB,ESTÁDIO / JOCKEY CLUB,"102,25B,26A,30X,35,52,72,MT1,MT3,N6",113.55249822469966,22.15545151633658
708,T365_2,排角/銀河,PAI KOK / GALAXY,PAI KOK / GALAXY,523,T365,排角/銀河,PAI KOK / GALAXY,PAI KOK / GALAXY,"26A,26AT,35",113.55468365529225,22.150759568386633
711,M247_1,海上居,LA MARINA,LA MARINA,525,M247,海上居,LA MARINA,LA MARINA,"101,27,2AS,3AX,51,51B,73,AP1,MT3",113.55582990119504,22.21339640137079
712,M46_2,鮑思高球場,COR. MESQUITA/ D. BOSCO,D. BOSCO COLLEGE SPORTS CENTRE,31,M46,鮑思高球場,COR. MESQUITA/ D. BOSCO,D. BOSCO COLLEGE SPORTS CENTRE,"18,18B,2,2A,5X,6A",113.55196921430297,22.202432791124316
713,M800_8,港珠澳大橋邊檢大樓,POSTO FRONTEIRIÇO DA PONTE HONG KONG-ZHUHAI-MACAU,POSTO FRONTEIRIÇO DA PONTE HONG KONG-ZHUHAI-MACAU,526,M800,港珠澳大橋邊檢大樓,POSTO FRONTEIRIÇO DA PONTE HONG KONG-ZHUHAI-MACAU,POSTO FRONTEIRIÇO DA PONTE HONG KONG-ZHUHAI-MACAU,"101,101XS",113.57425181894907,22.2015073797628
714,T316_1,北安大馬路/新城區,EST. PAC ON / NOVOS ATERROS,EST. PAC ON / NOVOS ATERROS,527,T316,北安大馬路/新城區,EST. PAC ON / NOVOS ATERROS,EST. PAC ON / NOVOS ATERROS,"26,36,51,51A,51B,59,AP1",113.56671338392213,22.16479019669391
715,T317_1,北安大馬路/和睦街,EST. PAC ON / RUA WO MOK,EST. PAC ON / RUA WO MOK,528,T317,北安大馬路/和睦街,EST. PAC ON / RUA WO MOK,EST. PAC ON / RUA WO MOK,"51,51A,59",113.5710893857372,22.16341146598881
716,T415_1,路氹新城,NOVA CIDADE DE COTAI,NOVA CIDADE DE COTAI,529,T415,路氹新城,NOVA CIDADE DE COTAI,NOVA CIDADE DE COTAI,"25B,701X",113.56680658258635,22.141731283617272
717,T353_1,廣東大馬路/濠尚,AV. KWONG TUNG / NOVA GRAND,AV. KWONG TUNG / NOVA GRAND,530,T353,廣東大馬路/濠尚,AV. KWONG TUNG / NOVA GRAND,AV. KWONG TUNG / NOVA GRAND,"11,30,35,36,MT5",113.55245982889087,22.159577402015735
719,T359_1,蓮花圓形地,ROTUNDA FLOR DE LÓTUS,ROTUNDA FLOR DE LÓTUS,531,T359,蓮花圓形地,ROTUNDA FLOR DE LÓTUS,ROTUNDA FLOR DE LÓTUS,"15,21A,25,25BS,26,26A,26AT,51A,51B,701X,MT4,N3,N6",113.56361216382503,22.140914279788205
732,M1_2,關閘總站,PORTAS DO CERCO/ TERMINAL,PORTAS DO CERCO/ TERMINAL,1,M1,關閘總站,PORTAS DO CERCO/ TERMINAL,PORTAS DO CERCO/ TERMINAL,10,113.54933655274304,22.21502241206303
733,M1_3,關閘總站,PORTAS DO CERCO/ TERMINAL,PORTAS DO CERCO/ TERMINAL,1,M1,關閘總站,PORTAS DO CERCO/ TERMINAL,PORTAS DO CERCO/ TERMINAL,27,113.54922460363865,22.214862924688283
734,M1_4,關閘總站,PORTAS DO CERCO/ TERMINAL,PORTAS DO CERCO/ TERMINAL,1,M1,關閘總站,PORTAS DO CERCO/ TERMINAL,PORTAS DO CERCO/ TERMINAL,3A,113.54925341618724,22.215036672668518
735,M1_5,關閘總站,PORTAS DO CERCO/ TERMINAL,PORTAS DO CERCO/ TERMINAL,1,M1,關閘總站,PORTAS DO CERCO/ TERMINAL,PORTAS DO CERCO/ TERMINAL,1,113.54923582292929,22.215179675221354
736,M1_6,關閘總站,PORTAS DO CERCO/ TERMINAL,PORTAS DO CERCO/ TERMINAL,1,M1,關閘總站,PORTAS DO CERCO/ TERMINAL,PORTAS DO CERCO/ TERMINAL,"17,17T",113.54903966937503,22.214880565651516
739,M1_9,關閘總站,PORTAS DO CERCO/ TERMINAL,PORTAS DO CERCO/ TERMINAL,1,M1,關閘總站,PORTAS DO CERCO/ TERMINAL,PORTAS DO CERCO/ TERMINAL,"3,3X",113.54914234849694,22.21544169653429
741,M1_11,關閘總站,PORTAS DO CERCO/ TERMINAL,PORTAS DO CERCO/ TERMINAL,1,M1,關閘總站,PORTAS DO CERCO/ TERMINAL,PORTAS DO CERCO/ TERMINAL,"61,MT4",113.54891307247442,22.21523695674464
743,M1_13,關閘總站,PORTAS DO CERCO/ TERMINAL,PORTAS DO CERCO/ TERMINAL,1,M1,關閘總站,PORTAS DO CERCO/ TERMINAL,PORTAS DO CERCO/ TERMINAL,25,113.54885237071807,22.21489947890537
745,M1_14,關閘總站,PORTAS DO CERCO/ TERMINAL,PORTAS DO CERCO/ TERMINAL,1,M1,關閘總站,PORTAS DO CERCO/ TERMINAL,PORTAS DO CERCO/ TERMINAL,"30,34",113.54882257795018,22.215216366670216
747,M1_16,關閘總站,PORTAS DO CERCO/ TERMINAL,PORTAS DO CERCO/ TERMINAL,1,M1,關閘總站,PORTAS DO CERCO/ TERMINAL,PORTAS DO CERCO/ TERMINAL,25B,113.54876093747299,22.214916061447717
748,M1_17,關閘總站,PORTAS DO CERCO/ TERMINAL,PORTAS DO CERCO/ TERMINAL,1,M1,關閘總站,PORTAS DO CERCO/ TERMINAL,PORTAS DO CERCO/ TERMINAL,51A,113.54871827083589,22.215139367924014
749,M1_18,關閘總站,PORTAS DO CERCO/ TERMINAL,PORTAS DO CERCO/ TERMINAL,1,M1,關閘總站,PORTAS DO CERCO/ TERMINAL,PORTAS DO CERCO/ TERMINAL,"17S,AP1",113.54868067492596,22.21497530343595
492,M26_2,筷子基總站,FAI CHI KEI/TERMINAL,FAI CHI KEI/TERMINAL,20,M26,筷子基總站,FAI CHI KEI/TERMINAL,FAI CHI KEI/TERMINAL,4,113.54350300619917,22.208484234729635
493,M26_3,筷子基總站,FAI CHI KEI/TERMINAL,FAI CHI KEI/TERMINAL,20,M26,筷子基總站,FAI CHI KEI/TERMINAL,FAI CHI KEI/TERMINAL,32,113.54341297150786,22.20875465812467
754,M47_2,新雅馬路/母親會,EST. BELA VISTA/ OBRA DAS MÃES,EST. BELA VISTA/ OBRA DAS MÃES,32,M47,新雅馬路/母親會,EST. BELA VISTA/ OBRA DAS MÃES,EST. BELA VISTA/ OBRA DAS MÃES,"18,18A,18B,2,2A,6A,H2",113.55305849490564,22.203251888461
761,M62_3,回力,JAI ALAI,JAI ALAI,44,M62,回力,JAI ALAI,JAI ALAI,28C,113.5552058350122,22.19658471785377
27,M36_1,慕拉士巷,TRAV. VENC. MORAIS,TRAV. VENC. MORAIS,27,M36,慕拉士巷,TRAV. VENC. MORAIS,TRAV. VENC. MORAIS,"30,34",113.55263419644275,22.206655495025903
497,M36_2,慕拉士巷,TRAV. VENC. MORAIS,TRAV. VENC. MORAIS,27,M36,慕拉士巷,TRAV. VENC. MORAIS,TRAV. VENC. MORAIS,"10,18A,1A,2,28B,29,6A,H2",113.55273014792652,22.206573120706363
41,M63_1,紀念孫中山公園,PARQUE M. DR. SUN YAT SEN,DR. SUN YAT SEN MUNICIPAL PARK,41,M63,紀念孫中山公園,PARQUE M. DR. SUN YAT SEN,DR. SUN YAT SEN MUNICIPAL PARK,"25B,30,51A,65,AP1,MT4",113.54531204919279,22.215389876874493
762,M73_1,得勝花園,JARDIM DA VITÓRIA,JARDIM DA VITÓRIA,50,M73,得勝花園,JARDIM DA VITÓRIA,JARDIM DA VITÓRIA,"12,22,25,25B,2A,9A,H2",113.5489695931374,22.199462787099407
763,M84_2,高士德/培正,HORTA E COSTA/ ESC. PUI CHING,HORTA E COSTA/ ESC. PUI CHING,56,M84,高士德/培正,HORTA E COSTA/ ESC. PUI CHING,HORTA E COSTA/ ESC. PUI CHING,"12,22,23,32,6A,N2",113.54839114786608,22.201647265925843
764,M95_3,沙梨頭北街/筷子基北灣,RUA NORTE DO PATANE/BACIA NORTE DO PATANE,RUA NORTE DO PATANE/BACIA NORTE DO PATANE,64,M95,沙梨頭北街/筷子基北灣,RUA NORTE DO PATANE/BACIA NORTE DO PATANE,RUA NORTE DO PATANE/BACIA NORTE DO PATANE,"26,26A,N1A,N1B,N2",113.54174822731461,22.208909850793862
69,M103_1,聖方濟各老人院,ASILO S. FRANCISCO,ASILO S. FRANCISCO,69,M103,聖方濟各老人院,ASILO S. FRANCISCO,ASILO S. FRANCISCO,"19,7",113.54856464029714,22.204601152459883
569,M130_1,林茂/運順新邨,LAM MAU / VAN SION SON CHUN,LAM MAU / VAN SION SON CHUN,440,M130,林茂/運順新邨,LAM MAU / VAN SION SON CHUN,LAM MAU / VAN SION SON CHUN,4,113.54244013920007,22.20522866002895
770,M132_2,十六浦,PONTE 16,PONTE 16,90,M132,十六浦,PONTE 16,PONTE 16,"1,18A,19,3,3X,61,6A,MT4",113.53661653424493,22.197448042004066
773,M135_1,新馬路/大豐,ALMEIDA RIBEIRO / TAI FUNG,ALMEIDA RIBEIRO / TAI FUNG,445,M135,新馬路/大豐,ALMEIDA RIBEIRO / TAI FUNG,ALMEIDA RIBEIRO / TAI FUNG,"101,N1B,N3",113.5382773625293,22.19486315849275
775,M140_2,河邊新街/李道巷,ALM. SERGIO / TRAV. LIDO,ALM. SERGIO / TRAV. LIDO,96,M140,河邊新街/李道巷,ALM. SERGIO / TRAV. LIDO,ALM. SERGIO / TRAV. LIDO,"10,11,18,2,21A,5,60,61,65,N3",113.5345701591933,22.19232257640791
776,M158_2,北京街/假日酒店,RUA DE PEQUIM/ HOLIDAY INN,RUA DE PEQUIM/ HOLIDAY INN,109,M158,北京街/假日酒店,RUA DE PEQUIM/ HOLIDAY INN,RUA DE PEQUIM/ HOLIDAY INN,"28A,28B,29,3,32,5X",113.54773489254079,22.19175407954329
114,M164_1,加思欄馬路,S. FRANCISCO/ QUARTEL,S. FRANCISCO/ QUARTEL,114,M164,加思欄馬路,S. FRANCISCO/ QUARTEL,S. FRANCISCO/ QUARTEL,"28C,6A,6B,H1,H2,H3",113.54502788258522,22.191293907299293
778,M206_1,黑沙環新街/建華,R. NOVA AREIA PRETA/ EDF. KIN WA,R. NOVA AREIA PRETA/ EDF. KIN WA,411,M206,黑沙環新街/建華,R. NOVA AREIA PRETA/ EDF. KIN WA,R. NOVA AREIA PRETA/ EDF. KIN WA,103,113.5545101270633,22.20850262365724
779,M183_1,河邊新街/凱泉灣,ALM. SÉRGIO / RIVIERA  MACAU,ALM. SÉRGIO / RIVIERA  MACAU,430,M183,河邊新街/凱泉灣,ALM. SÉRGIO / RIVIERA  MACAU,ALM. SÉRGIO / RIVIERA  MACAU,"1,61,65,71S,MT4",113.53323454012356,22.190249074040295
290,M231_1,馬場東大馬路/黑沙環衛生中心,AV. LESTE DO HIPÓDROMO/ CENTRO DE SAÚDE DA AREIA PRETA,AV. LESTE DO HIPÓDROMO/ CENTRO DE SAÚDE DA AREIA PRETA,290,M231,馬場東大馬路/黑沙環衛生中心,AV. LESTE DO HIPÓDROMO/ CENTRO DE SAÚDE DA AREIA PRETA,AV. LESTE DO HIPÓDROMO/ CENTRO DE SAÚDE DA AREIA PRETA,"2AS,73,MT3",113.55416815213766,22.212290039386186
